Sign_ID ID Easting Northing Altitude Retro Angle Distance UTC Long Lat
1 4303842.0 740021.049 3755824.4 321.778 0.824 0.027139999999999997 35.788000000000004 69347.48367 -84.40380776 33.915518969000004
1 4303843.0 740021.059 3755824.419 321.41 0.827 0.01685 35.784 69347.4837 -84.403807639 33.915519136
1 4303936.0 740021.029 3755824.479 322.501 0.827 0.047619999999999996 35.476 69347.49693 -84.403807955 33.915519684
1 4303937.0 740021.048 3755824.493 322.137 0.824 0.03733 35.475 69347.49696 -84.403807737 33.915519804
1 4303938.0 740021.054 3755824.514 321.772 0.831 0.027039999999999998 35.461999999999996 69347.49699 -84.403807666 33.915519994
1 4303939.0 740021.057 3755824.537 321.408 0.816 0.01675 35.449 69347.49703 -84.403807629 33.915520199
1 4304032.0 740021.027 3755824.597 322.493 0.824 0.047619999999999996 35.141999999999996 69347.51024 -84.403807936 33.915520746
1 4304033.0 740021.058 3755824.605 322.132 0.827 0.03733 35.153 69347.51027 -84.403807606 33.915520812
1 4304034.0 740021.065 3755824.625 321.771 0.839 0.027039999999999998 35.141999999999996 69347.51031 -84.403807517 33.915520992
1 4304035.0 740021.071 3755824.646 321.41 0.82 0.01675 35.132 69347.51034 -84.403807455 33.915521184
1 4304036.0 740021.086 3755824.663 321.049 0.761 0.00645 35.137 69347.51037 -84.40380728699999 33.915521326
1 4304128.0 740021.033 3755824.711 322.488 0.827 0.04772 34.816 69347.52356 -84.40380784 33.915521773
1 4304129.0 740021.047 3755824.728 322.13 0.816 0.03743 34.808 69347.52359 -84.403807691 33.915521921999996
1 4304130.0 740021.06 3755824.745 321.772 0.843 0.027139999999999997 34.804 69347.52362 -84.403807539 33.91552207
1 4304131.0 740021.086 3755824.755 321.415 0.835 0.01685 34.818000000000005 69347.52365 -84.403807253 33.915522155
1 4304132.0 740021.073 3755824.786 321.057 0.761 0.00656 34.79 69347.52369 -84.403807394 33.915522442
1 4304224.0 740021.059 3755824.815 322.477 0.827 0.047619999999999996 34.512 69347.53687000001 -84.403807534 33.915522706
