ID Easting Northing Altitude Retro Angle Distance UTC Long Lat
28357347 754012.697 3753042.167 297.928 0.725 0.06825 13.941 62643.10604 -84.253419482 33.887172697
28357348 754012.696 3753042.18 297.785 0.792 0.05796 13.923 62643.10607 -84.253419483 33.887172811
28357349 754012.703 3753042.177 297.642 0.796 0.04768 13.924 62643.10610 -84.253419409 33.887172780
28357350 754012.707 3753042.18 297.499 0.796 0.03740 13.919 62643.10613 -84.253419367 33.887172811
28357351 754012.705 3753042.197 297.356 0.800 0.02712 13.901 62643.10617 -84.253419385 33.887172961
28357352 754012.706 3753042.207 297.213 0.745 0.01683 13.892 62643.10620 -84.253419373 33.887173050
28357428 754012.778 3753042.269 298.058 0.753 0.07842 13.582 62643.11931 -84.253418572 33.887173596
28357429 754012.782 3753042.274 297.918 0.792 0.06814 13.571 62643.11935 -84.253418536 33.887173640
28357430 754012.785 3753042.279 297.778 0.792 0.05786 13.562 62643.11938 -84.253418501 33.887173680
28357431 754012.789 3753042.28 297.639 0.796 0.04758 13.558 62643.11941 -84.253418450 33.887173691
28357432 754012.793 3753042.284 297.499 0.796 0.03730 13.553 62643.11944 -84.253418410 33.887173722
28357433 754012.798 3753042.285 297.36 0.749 0.02701 13.552 62643.11948 -84.253418357 33.887173731
28357510 754012.867 3753042.38 297.908 0.753 0.06814 13.202 62643.13266 -84.253417585 33.887174575
28357511 754012.874 3753042.376 297.773 0.788 0.05786 13.203 62643.13269 -84.253417509 33.887174533
28357512 754012.872 3753042.392 297.637 0.784 0.04758 13.183 62643.13272 -84.253417528 33.887174678
28357513 754012.879 3753042.387 297.501 0.765 0.03729 13.187 62643.13276 -84.253417449 33.887174633
28357588 754012.963 3753042.475 297.769 0.753 0.05796 12.842 62643.14600 -84.253416523 33.887175404
28357589 754012.959 3753042.494 297.637 0.741 0.04767 12.818 62643.14604 -84.253416559 33.887175581
28357665 754013.132 3753042.407 297.638 0.137 0.04757 12.662 62643.15934 -84.253414710 33.887174753
